,Num days
zerotier/ZeroTierOne,66.51684468694886
jwagner/smartcrop.js,375.5763240740741
vcr/vcr,562.1221412037037
sahat/satellizer,13.761255144032923
facebook/hermes,53.95549603174604
toml-lang/toml,357.11061197916666
JakeWharton/RxBinding,66.9589313271605
naptha/tesseract.js,53.166134018132716
serde-rs/serde,11.042294808201058
gskinner/regexr,28.109062499999997
facebook/sapling,11.136356889978211
zloirock/core-js,13.789645600841014
Rigellute/spotify-tui,23.155072804659497
redis/node-redis,25.384775901979566
qinyuhang/ShadowsocksX-NG-R,53.49968364197531
doublespeakgames/adarkroom,1209.3569560185185
zadam/trilium,7.654609500805152
websockets/ws,30.99955564633261
airyland/vux,25.28425017580872
kartik-v/bootstrap-fileinput,34.617367093216814
mailhog/MailHog,104.76873421717171
microsoft/microsoft-ui-xaml,21.127351020892686
fastai/fastai,19.586079041280865
drwetter/testssl.sh,122.3601345486111
witheve/Eve,13.078350694444445
rappasoft/laravel-boilerplate,33.82704683048433
AutoHotkey/AutoHotkey,36.85950520833333
cmdr2/stable-diffusion-ui,24.556814814814814
gitbucket/gitbucket,32.8947670319402
fkhadra/react-toastify,20.602015710733884
apache/airflow,42.38608234126984
ACRA/acra,40.729294889251996
seemoo-lab/opendrop,100.5440462962963
schollz/croc,14.985504263256061
llvm/llvm-project,17.970212530525032
shadowsocks/shadowsocks-libev,29.306548579829833
the-control-group/voyager,45.192613069800565
apache/pulsar,36.169626157407414
nats-io/nats-server,37.9240555046805
timqian/chart.xkcd,11.121059027777777
dropwizard/metrics,32.83456591813776
wojtekmaj/react-pdf,18.797621700525152
snapappointments/bootstrap-select,42.94937327952953
wagoodman/dive,71.85550395447531
systemd/systemd,43.56113425925926
erincatto/box2d,82.75403935185186
amoffat/sh,30.20194637345679
c3js/c3,24.9920167512943
mysticatea/npm-run-all,26.83084652777778
dangrossman/daterangepicker,38.03517683667274
cisco/ChezScheme,380.58185515873015
defunkt/jquery-pjax,154.46527430555554
AlessandroZ/LaZagne,147.00526193957114
ShiqiYu/libfacedetection,273.54976851851853
nhn/tui.calendar,17.511001649921198
jedisct1/libsodium,121.4482201244213
ipfs/ipfs-desktop,35.56920497134039
ben-manes/caffeine,45.67422108208955
hashicorp/vault,9.56319276094276
microsoft/nni,46.89714209401709
google/guice,328.22641139403294
CocoaPods/CocoaPods,24.065988425925923
mailcheck/mailcheck,712.1883796296296
apache/tvm,152.74175480769233
openresty/openresty,197.96299857549857
olivere/elastic,60.61281624455338
esp8266/Arduino,74.45476980452675
Eonasdan/tempus-dominus,66.72603093434343
lucasg/Dependencies,196.1408854166667
pixijs/pixijs,17.297286744980962
bvaughn/react-error-boundary,39.8994324845679
facebookresearch/nougat,0.0
mozilla/DeepSpeech,10.776430844907408
jquery/sizzle,787.5319646990741
aws/aws-sdk-php,2.037806853314115
MetaMask/metamask-extension,7.961276344476744
ocornut/imgui,37.626740977483166
a1studmuffin/SpaceshipGenerator,498.964486882716
lokesh/lightbox2,248.0206394675926
maxwellito/vivus,167.67690641534392
puppeteer/puppeteer,7.181565328391092
google/error-prone,67.1563440860215
ecomfe/vue-echarts,22.60987185846561
nodejs/node,6.23480784443407
quilljs/quill,24.08764531893004
veler/DevToys,22.823330539591314
airbnb/visx,25.176222865226336
basscss/basscss,37.598268518518516
leeoniya/uPlot,23.04951843584656
angular-ui/ui-grid,40.02839784456588
smacke/ffsubsync,113.85481738683127
wez/wezterm,34.04867515432098
GloriousEggroll/proton-ge-custom,11.061395927177179
vavr-io/vavr,128.7243171296296
xmartlabs/XLPagerTabStrip,207.0563955026455
klaudiosinani/signale,47.80583526234568
Dogfalo/materialize,35.12940219907407
hacksalot/HackMyResume,21.478441261574073
erlang/otp,10.52347412109375
hwchase17/langchainjs,1.556141504817826
nolimits4web/swiper,13.22541754018169
eternnoir/pyTelegramBotAPI,49.26630066029144
dotnet/reactive,70.91258545114263
microsoft/AirSim,61.380585887611744
tensorflow/tfjs-models,40.573125
doctrine/inflector,172.20320730452679
spring-projects/spring-boot,13.951981126792115
firebase/php-jwt,144.53473480273752
docker/docker-bench-security,268.5454938271605
facebookresearch/faiss,134.08506200396826
rbenv/rbenv,369.8996747685185
twitter/finagle,36.93516689529035
felangel/bloc,3.7511234485815605
elastic/elasticsearch,12.6849364359319
spotify/luigi,56.76388000165344
Kotlin/kotlinx.coroutines,26.131203576516082
reduxjs/redux-thunk,174.48978622004358
angular/angularfire,25.98352558479532
glfw/glfw,184.81300604423868
microsoft/CNTK,38.20264448924731
skeeto/endlessh,35.79083333333333
go-martini/martini,82.78568287037037
junegunn/vim-plug,550.7485648148148
cloudflare/cloudflared,8.891581018518519
RPCS3/rpcs3,120.83567901234568
mamedev/mame,41.76834364935588
google/guava,64.05022482638888
derailed/k9s,8.018864308896525
mwaskom/seaborn,104.91036560457518
textmate/textmate,15.515306383131836
tzapu/WiFiManager,290.01813271604937
Tyrrrz/DiscordChatExporter,30.116616460210214
borgbackup/borg,31.61768983997585
ponylang/ponyc,22.793394147985705
scottjehl/Respond,163.79655671296297
coryhouse/react-slingshot,50.569522569444445
google/mediapipe,32.456385754243826
fantasyland/fantasy-land,117.56540996588693
vercel/hyper,28.406367204129413
vuejs/vuepress,68.49118441358024
reduxjs/reselect,72.10489434947769
HangfireIO/Hangfire,25.254375656685056
ServiceStack/ServiceStack,54.01887169798476
CMU-Perceptual-Computing-Lab/openpose,93.04643353174605
influxdata/telegraf,14.115096403568202
Hammerspoon/hammerspoon,31.018459946689116
deezer/spleeter,675.8631018518519
mattingalls/Soundflower,0.0
VerbalExpressions/JSVerbalExpressions,394.89703009259256
rails/rails,16.562330499307716
draios/sysdig,40.7187572167756
Z3Prover/z3,110.68352843915342
lukeed/clsx,205.7743330439815
cytoscape/cytoscape.js,15.772286044973546
doctrine/lexer,322.62278420781894
CachetHQ/Cachet,28.053931035988814
mikepenz/Android-Iconics,24.276444230469966
PhilJay/MPAndroidChart,40.75624892334195
SpartnerNL/Laravel-Excel,25.83529838775179
appium/appium,4.408303819444445
activerecord-hackery/ransack,90.9337397875817
mvdan/sh,54.7079609053498
apache/doris,65.10949223416965
ramda/ramda,122.97403677983539
PrismJS/prism,66.22735561342593
nccgroup/ScoutSuite,51.546086209315376
apereo/cas,22.716490667254558
FelisCatus/SwitchyOmega,28.720211111111112
ajv-validator/ajv,17.699261262464386
nvbn/thefuck,108.00126085069445
Kaggle/kaggle-api,5.963279320987653
spring-projects/spring-framework,20.155995630461923
kolodny/immutability-helper,53.789231321839075
doctrine/instantiator,235.4661582977208
react-toolbox/react-toolbox,46.215570987654324
apiaryio/api-blueprint,51.68012731481482
google/ios-webkit-debug-proxy,216.8568456196581
mortenjust/androidtool-mac,28.484806857638887
tomnomnom/gron,73.74724936143039
Ji4n1ng/OpenInTerminal,23.49408878279321
reduxjs/redux,39.9889410514967
sequelize/sequelize,7.392861865942028
openlayers/openlayers,31.348512396694215
zyedidia/micro,77.65099887766554
briannesbitt/Carbon,19.106073207389855
JetBrains/Exposed,47.74466750841751
sindresorhus/modern-normalize,309.7222540509259
facebookresearch/hydra,54.86589781746033
source-foundry/Hack,70.45422040343915
vitejs/vite,2.0082199967029344
dahlbyk/posh-git,233.84474681712962
dessant/buster,76.3379663671024
google/jax,14.841843860229275
welldone-software/why-did-you-render,14.874245003387534
doorkeeper-gem/doorkeeper,45.87730950212508
reduxjs/react-redux,24.616466017759564
Foundry376/Mailspring,37.15489380279402
caronc/apprise,51.14655508072175
twitter/hogan.js,8.426597222222222
riot/riot,14.590809654264357
ajenti/ajenti,137.4164699074074
gregberge/loadable-components,33.948799501424496
elastic/go-elasticsearch,40.585902777777775
divamgupta/diffusionbee-stable-diffusion-ui,15.995877314814814
barryclark/jekyll-now,292.60483217592594
belluzj/fantasque-sans,135.20824363425928
shadowsocks/shadowsocks-android,17.03630502428658
httpie/cli,93.03115977483164
google/snappy,400.23203703703706
SoftEtherVPN/SoftEtherVPN,55.280189686213994
rcmaehl/WhyNotWin11,20.773677151416123
ccampbell/mousetrap,185.22096777065528
JohnCoates/Aerial,14.15456983965673
guillaumepotier/Parsley.js,224.72348379629628
ppoffice/hexo-theme-icarus,60.66192721791558
webpy/webpy,245.73869020061727
kean/Nuke,17.212950837742504
tbruyelle/RxPermissions,174.49018171296294
facebookresearch/fastText,292.7909452160494
missive/emoji-mart,56.924708145645646
hluk/CopyQ,47.40933148148148
sass/node-sass,30.024066743827163
benphelps/homepage,6.2170810185185195
hackiftekhar/IQKeyboardManager,28.65860782657658
tmux/tmux,145.35270903479235
puma/puma,41.13811087570621
Respect/Validation,146.04069897342995
rabbitmq/rabbitmq-server,14.831207241088274
esnet/iperf,41.94308449074074
standard/standard,120.94059606481481
hackjutsu/Lepton,53.43589313271605
Perfare/Il2CppDumper,23.959712864460204
Zizaco/entrust,100.43242424242425
olton/Metro-UI-CSS,21.757021122685185
tendermint/tendermint,14.398919669669668
mltframework/shotcut,23.049895677976636
alvarotrigo/fullPage.js,38.86379669540229
typicode/lowdb,113.28034391534392
GoogleChrome/workbox,26.205441367434506
alexellis/k3sup,12.42619357638889
openai/whisper,40.66722800925926
noodlewerk/NWPusher,69.66105255991285
NVIDIA/TensorRT,34.362984532828285
arogozhnikov/einops,149.58513985339508
madrobby/zepto,120.67226034858386
summernote/summernote,51.32658859070935
uxsolutions/bootstrap-datepicker,170.49601916152264
swoole/swoole-src,14.76461078466287
FreeCAD/FreeCAD,174.20955808080808
robb/Cartography,99.24486183449073
ProjectDent/ARKit-CoreLocation,111.13323784722222
celery/celery,88.55259645061727
caolan/async,43.98984182098766
yudai/gotty,56.54437191358025
tstack/lnav,99.86052919238682
sqlmapproject/sqlmap,357.3295701058201
typicode/husky,21.72077801318267
opencontainers/runc,77.75827707047326
dargullin/icheck,1242.9595023148147
developit/microbundle,47.36141203703704
dc-js/dc.js,101.48129586762688
c0re100/qBittorrent-Enhanced-Edition,29.589187065972226
OpenRefine/OpenRefine,96.23753472222222
BoostIO/BoostNote-Legacy,22.485303406084657
brndnmtthws/conky,87.48966302910054
chrisbanes/tivi,57.43334802350427
primer/octicons,34.509665532879815
jaredreich/notie,0.9334722222222221
junit-team/junit4,251.07273051697533
StackStorm/st2,41.52766952614379
sloria/TextBlob,5.778732638888889
BetterDiscord/BetterDiscord,53.14537977430555
saltstack/salt,23.687046479044835
mamaral/Onboard,76.14559640522876
js-cookie/js-cookie,112.59839847883597
moby/moby,21.085433083793014
rhysd/vim.wasm,15.690529513888889
dylanaraps/neofetch,54.08907967443249
plantuml/plantuml,22.814164134837963
cosmtrek/air,60.37494357638889
redux-saga/redux-saga,38.57821692163177
shenweichen/DeepCTR,38.98117398648649
heroiclabs/nakama,33.97539335550339
laramies/theHarvester,123.39377314814816
google/wire,156.87206944444446
tensorflow/tensorflow,14.182999515778533
tjanczuk/edge,1054.6158564814816
cli/cli,12.129742063492065
nasa-jpl/open-source-rover,509.682550154321
Workiva/go-datastructures,53.84854187710439
activeadmin/activeadmin,86.32297453703704
cplusplus/draft,321.4233847736626
xournalpp/xournalpp,130.36971395502647
transmission/transmission,90.17267752347418
rxi/lite,17.267305345117844
seanmonstar/reqwest,32.69552128427129
antimatter15/alpaca.cpp,0.24034953703703707
lexrus/LTMorphingLabel,371.09376620370364
fail2ban/fail2ban,128.40809327846367
playcanvas/engine,9.98788285150354
danikula/AndroidVideoCache,55.11623294346979
zenorocha/alfred-workflows,63.319754739858915
sourcegraph/conc,26.60103587962963
realm/SwiftLint,24.624328610364397
raineorshine/npm-check-updates,77.82832643814027
facebook/proxygen,7.260995517810804
jorgebucaran/fisher,46.43064853395061
jupyterlab/jupyterlab,14.668614876171352
Kitware/CMake,26.219399099441905
sumatrapdfreader/sumatrapdf,241.86798032407407
brave/brave-browser,0.3403168080703143
IBM/plex,45.606885784932665
recharts/recharts,50.09845403439153
marko-js/marko,2.687722258391204
ratchetphp/Ratchet,271.1276820286195
graphite-project/graphite-web,109.82935729847493
openscad/openscad,399.9326643518519
twbs/bootstrap-sass,172.74637635030865
brython-dev/brython,48.58595843545752
google/dopamine,198.99749999999997
mgcrea/angular-strap,21.117505063657408
libuv/libuv,118.44303047839507
typicode/json-server,253.65957710113958
redox-os/redox,38.35025042087542
enso-org/enso,2.0046780198438996
cayleygraph/cayley,138.2292534722222
visionmedia/page.js,80.9317624158249
snowie2000/mactype,154.04872685185185
haifengl/smile,110.19493923611111
joho/godotenv,379.86550202546294
angular-ui/ui-router,51.914221144636024
cheat-engine/cheat-engine,255.27583438552188
nosir/cleave.js,21.905933760683762
tutao/tutanota,5.584947887586079
ResearchKit/ResearchKit,298.2291815476191
ValveSoftware/GameNetworkingSockets,237.92965972222225
felixrieseberg/macintosh.js,119.91184751157408
Wind4/vlmcsd,79.14147743055555
jordansissel/fpm,223.94414930555556
official-stockfish/Stockfish,257.98229166666664
nsqio/nsq,108.35745530012771
kalcaddle/KodExplorer,162.85400559413583
venmo/synx,5.360486111111111
farag2/Sophia-Script-for-Windows,11.824934722222222
zeek/zeek,26.895203525641026
pallets/flask,66.09337770061728
microsoft/ethr,183.16089699074075
webiny/webiny-js,14.642400518077602
topjohnwu/Magisk,19.58486730189492
maxence-charriere/go-app,20.667833976337448
mybatis/mybatis-3,94.25268518518517
gonum/gonum,114.03509162808642
bpampuch/pdfmake,50.88081847993828
bazelbuild/bazel,12.995395608990046
facebook/chisel,194.485224537037
OWASP/owasp-mastg,113.1269436728395
PowerShell/Win32-OpenSSH,61.967064125295515
prometheus/node_exporter,68.81633654250842
signalapp/Signal-Desktop,3.5584636055613976
fossasia/visdom,240.83963128306877
buger/jsonparser,121.65449652777778
microsoft/MixedRealityToolkit-Unity,39.37061900628307
plotly/plotly.py,40.11189429012345
tonsky/AnyBar,272.4927054398148
spotify/annoy,109.63315667641325
bkeepers/dotenv,156.4419241898148
shiftkey/desktop,15.975103383458645
emilsjolander/StickyListHeaders,40.12842901234568
diegomura/react-pdf,12.643513176638178
janeczku/calibre-web,80.02257005360624
Shopify/react-native-skia,5.021464032687991
envoyproxy/envoy,18.59470498601119
mgdm/htmlq,59.06757523148148
dolthub/dolt,4.73423496089257
guardianproject/haven,44.24874324845678
jasonkuhrt/graphql-request,78.09661717752235
amueller/word_cloud,1286.0487557870372
sequelpro/sequelpro,30.913745370370375
opencv/cvat,36.31328679591049
IFTTT/JazzHands,122.99976562500001
sparklemotion/nokogiri,30.45576884920635
espressif/esp-idf,25.26965060047672
arzzen/git-quick-stats,45.804674110384894
gulpjs/gulp,92.15740961199295
jquense/yup,241.99647222222222
julienXX/terminal-notifier,191.25170717592593
erikflowers/weather-icons,39.26466820987655
keras-team/keras,46.510992420116196
keycastr/keycastr,181.5532615740741
tweenjs/tween.js,128.35185606060605
tensorflow/tensorboard,41.187031577568135
mongodb/node-mongodb-native,31.7658615136876
fluent/fluentd,65.03067274305555
kazupon/vue-i18n,16.872883256172837
uber/RIBs,134.17821397569443
pastelsky/bundlephobia,195.10139467592592
AlexeyAB/darknet,291.25434027777777
google/android-classyshark,62.29056640625
spree/spree,20.805534696066122
falconry/falcon,47.83546141975308
conda/conda,17.127689933523268
josStorer/chatGPTBox,4.688474198283649
kickstarter/ios-oss,36.13068995301271
apertureless/vue-chartjs,31.518732013263264
jquery-validation/jquery-validation,210.88044656635802
apple/swift-nio,16.28998089807287
navasmdc/MaterialDesignLibrary,1.9805034722222221
kean/Pulse,12.750654727095515
jbaysolutions/vue-grid-layout,62.455343584656084
akveo/react-native-ui-kitten,64.4690412808642
laravel/socialite,35.18581443688586
gorhill/uBlock,13.160897708512776
carrierwaveuploader/carrierwave,150.41233010912697
tholman/elevator.js,441.16805555555555
joelittlejohn/jsonschema2pojo,63.65074719186399
Kong/kong,22.875127053745473
ipfs/kubo,27.08252447089947
socketio/socket.io-client-java,144.32682581018517
simeji/jid,92.9148263888889
facebookexperimental/Recoil,40.22303009259259
reactphp/reactphp,182.58944076178452
ValdikSS/GoodbyeDPI,68.06354700854702
3b1b/manim,55.51488040123457
wpscanteam/wpscan,48.67860401732377
daniel-lundin/snabbt.js,23.927917438271606
facebook/buck,43.37372044477513
knockout/knockout,130.36364969135803
blevesearch/bleve,67.89717881944445
laravel/framework,3.6449101523162137
apache/superset,18.921395230847285
gravitational/teleport,4.9677175171095005
google/draco,88.53217544367283
docker/compose,17.101206483750907
una/CSSgram,31.060326003086416
snowplow/snowplow,37.26510706018519
sachinchoolur/lightGallery,27.755769223027375
tijsverkoyen/CssToInlineStyles,330.1988773148148
CosmicMind/Material,5.318876901455027
tonsky/FiraCode,92.21590815145503
sachinchoolur/lightgallery.js,96.8798365162037
lukeed/polka,90.51465740740741
plotly/plotly.js,11.992153838734568
ckeditor/ckeditor5,31.85427682954038
terkelg/prompts,62.79013944003527
santinic/how2,16.996643518518518
mozilla-mobile/firefox-ios,27.9263611315962
cefsharp/CefSharp,21.48602527563691
google/trax,41.38244825708061
opf/openproject,17.643077417695476
matthieua/WOW,30.745610945767197
expressjs/express,21.062311009639775
NVIDIA/open-gpu-kernel-modules,8.651359355044699
File-New-Project/EarTrumpet,57.98921682098765
DevExpress/testcafe,6.795823778323778
julianshapiro/velocity,74.1647998366013
dingo/api,42.89961910774411
pedant/sweet-alert-dialog,7.045902777777777
jgthms/bulma,104.44567057291665
junit-team/junit5,43.31660089653145
Laverna/laverna,67.33244791666667
svaarala/duktape,62.09544745807128
schachmat/wego,1322.9017708333333
star7th/showdoc,16.238415322580646
sosedoff/pgweb,67.40540090622538
tmuxinator/tmuxinator,77.14336199294532
pxb1988/dex2jar,470.0657242063492
flyway/flyway,18.52383445457176
google/osv-scanner,22.77080039173789
gabime/spdlog,72.38968353174603
MarshallOfSound/Google-Play-Music-Desktop-Player-UNOFFICIAL-,30.007218364197527
bblanchon/ArduinoJson,28.196421823246013
kubernetes/kompose,58.976931327160486
google/dagger,36.47928336056645
opencart/opencart,89.20917415577343
o2sh/onefetch,39.43990040913006
yagop/node-telegram-bot-api,176.8090806878307
nathancahill/split,24.780976654846338
sshuttle/sshuttle,117.57185846560846
pymc-devs/pymc,55.10958232689211
Semantic-Org/Semantic-UI-React,131.99501967592593
rengwuxian/MaterialEditText,11.815831404320988
mingrammer/diagrams,28.193511208576997
ValveSoftware/Proton,29.395139922288354
robotframework/robotframework,45.29845151930099
sinonjs/sinon,37.470043540564376
ionic-team/capacitor,14.18052184376837
ElemeFE/element,17.679788130144033
angular/flex-layout,61.02838853276353
node-red/node-red,28.216894440827545
commaai/openpilot,39.28479234749455
iBotPeaches/Apktool,157.67218878600823
facebook/flipper,6.943572448778565
facebookresearch/pytorch3d,82.92528108465608
arendst/Tasmota,23.659173198569857
denoland/fresh,19.875125868055555
konvajs/konva,25.446840277777778
koalaman/shellcheck,136.72423696844993
iawia002/lux,25.280392804069503
numpy/numpy,23.98836582977208
jpillora/cloud-torrent,33.742927867383514
coleifer/peewee,27.807931112503482
PostgresApp/PostgresApp,23.363586319730228
microg/GmsCore,96.8095524691358
keycloak/keycloak,25.101974649954837
sivel/speedtest-cli,133.73620094797178
facebook/componentkit,123.9079976851852
pemistahl/grex,109.05008725071224
foreversd/forever,187.26973379629632
carson-katri/dream-textures,22.36986111111111
square/leakcanary,82.90823567708334
airbnb/react-sketchapp,40.65468021262003
adobe-fonts/source-han-serif,258.9608834876543
videojs/video.js,12.945017638571791
nhn/tui.image-editor,59.02586524024024
AUTOMATIC1111/stable-diffusion-webui,14.562306327160492
microsoft/semantic-kernel,3.9922539131393298
koekeishiya/yabai,26.626169962335215
rstacruz/nprogress,104.99102044753086
tradingview/lightweight-charts,64.54974537037037
timarney/react-app-rewired,159.8180719521605
froala/design-blocks,70.17867283950618
reduxjs/redux-devtools,35.131898148148146
mockito/mockito,8.285078623882503
google/google-java-format,144.34961747685185
fengyuanchen/viewerjs,47.06380131172839
twitchtv/twirp,62.214982225529106
naver/billboard.js,14.662944975230005
elastic/beats,14.22472388926993
postcss/postcss,14.938378768748088
HaxeFoundation/haxe,86.31287217881943
keystonejs/keystone,16.567959806397308
knex/knex,29.257849495701056
arduino/Arduino,87.19220968364198
vuejs/apollo,29.644934593023255
ggerganov/llama.cpp,0.2438757080610022
angular-fullstack/generator-angular-fullstack,33.45199291087963
zaphoyd/websocketpp,178.5492037037037
vuejs/vuex,38.674368981481486
php-fig/log,347.4679925411522
xdissent/ievms,300.547896412037
musescore/MuseScore,33.04774467592593
python-pillow/Pillow,56.97326275417575
nodegit/nodegit,24.093584598406547
kovidgoyal/kitty,24.653747427983543
certbot/certbot,34.98693315266486
microsoft/vscode-cpptools,11.398414014742897
huggingface/trl,14.46035262345679
octref/polacode,2.0151041666666667
microsoft/winfile,284.499425154321
dominikh/go-tools,66.34320384837963
iovisor/bcc,163.61142489711935
phpDocumentor/TypeResolver,98.2292337962963
facebookresearch/mmf,71.07141203703704
platformio/platformio-core,26.927085833333333
RichardKnop/machinery,13.808351658950615
slim-template/slim,430.739765625
apache/mxnet,65.34171611952861
TooTallNate/Java-WebSocket,159.66197668650793
libevent/libevent,259.48815423976606
microsoft/vscode,12.835862471572447
OAI/OpenAPI-Specification,160.97582818930042
Masterminds/glide,51.61505208333333
kriasoft/react-starter-kit,49.926487268518514
cesanta/mongoose,97.92797780151948
slackhq/nebula,117.2602598905724
PointCloudLibrary/pcl,135.72592520254628
jpbruinsslot/slack-term,103.74905285493827
Yelp/dumb-init,93.08459435626104
google/cadvisor,32.52920972222223
apache/dubbo-spring-boot-project,82.91972897376543
givanz/VvvebJs,195.30170875420876
GrenderG/Toasty,93.94967013888889
impress/impress.js,274.78197503306876
invertase/react-native-firebase,13.633033254290877
trailofbits/algo,134.324375
apple/swift-corelibs-foundation,63.53191550925926
purescript/purescript,19.05913680427665
keras-team/autokeras,33.250679418453544
HubSpot/vex,80.88531712962963
php-fig/http-message,206.31421373456791
ehazlett/shipyard,143.08066666666664
code4craft/webmagic,154.13072723765433
klange/toaruos,40.17180631038647
CocoaLumberjack/CocoaLumberjack,75.96496109141056
jsonmodel/jsonmodel,35.24361689814815
google-deepmind/mujoco,39.99385271990741
OpenEmu/OpenEmu,107.22036024305555
marmelab/react-admin,8.395797792366322
lpereira/lwan,407.4569560185185
apple/ml-stable-diffusion,60.35633333333334
google/or-tools,67.13720338070628
gabrielbull/react-desktop,38.22270477207977
postmanlabs/httpbin,395.0198649691358
facebookresearch/ParlAI,52.41030197811448
ninjaprox/NVActivityIndicatorView,41.33723429951691
open-source-parsers/jsoncpp,52.91934196566357
facebook/hhvm,90.92789599867724
imbushuo/mac-precision-touchpad,50.614709790809336
mislav/will_paginate,176.99830787037038
microsoft/MMdnn,87.97275357744108
skylot/jadx,133.0706027091907
ReactiveX/RxAndroid,155.87186647173488
open-mmlab/mmdetection,24.932763194444448
serverless/serverless,7.695678385024592
huggingface/accelerate,27.965572039842872
lutris/lutris,44.32196872730574
google/filament,11.73030514791521
naman14/Timber,434.14132523148146
fmtlib/fmt,79.54348352713178
appbaseio/dejavu,37.967031649106
elastic/elasticsearch-php,28.387140594541908
zetbaitsu/Compressor,210.7624710648148
Netflix/Hystrix,24.82381172839506
kivy/python-for-android,122.9493074845679
Quick/Quick,70.27378998316497
pyenv/pyenv-virtualenv,278.5085635288066
plotly/falcon,27.55767846475508
inorganik/countUp.js,72.9379899691358
bizz84/SwiftyStoreKit,36.4755610380117
vuejs/devtools,29.3899751984127
sysown/proxysql,27.38350013616558
twbs/icons,43.463800998263885
duo-labs/cloudmapper,38.87990324074074
dilame/instagram-private-api,0.9011550925925925
google/flexbox-layout,76.65520206404321
digininja/DVWA,400.8793783068783
realm/realm-js,12.154443180899237
benbjohnson/litestream,50.098528874269014
JakeLin/SwiftLanguageWeather,324.5515277777778
leemunroe/responsive-html-email-template,368.9241898148148
42wim/matterbridge,23.28829201185835
pugjs/pug,100.30152006172841
apple/swift-package-manager,85.1660462962963
microsoft/WSL2-Linux-Kernel,47.59636208576998
iSoron/uhabits,68.66758883101852
plouc/nivo,48.087611164944015
containers/podman,11.789411955815465
needim/noty,46.62121693121693
H-M-H/Weylus,16.591055695847363
doctrine/common,87.34373842592593
vuejs/core,8.029512768817204
asaskevich/govalidator,226.60826822916667
HandBrake/HandBrake,72.08283783783783
miguelgrinberg/Flask-SocketIO,40.63071947674418
raphw/byte-buddy,12.674262131344307
nicolargo/glances,88.49428310886644
sindresorhus/execa,60.63059220679013
resque/resque,459.8884765625
facebook/folly,7.353091696535245
valor-software/ngx-bootstrap,20.95284926994302
tensorflow/tfjs,22.09081880144033
UnityTechnologies/open-project-1,138.9241203703704
cloudwu/skynet,63.86929823318216
aboul3la/Sublist3r,1371.3629282407408
liamg/traitor,29.842769764957264
aurelia/framework,28.9966679247182
ducksboard/gridster.js,100.7248148148148
dropzone/dropzone,74.06600479112834
processone/ejabberd,115.61689814814815
Raathigesh/majestic,85.59865162037038
restsharp/RestSharp,85.42156803542673
hashicorp/nomad,10.99146458502298
kubernetes/dashboard,45.18217939814815
cure53/DOMPurify,36.81843847465887
Tapadoo/Alerter,39.00513425925926
micropython/micropython,159.63623759920634
NationalSecurityAgency/ghidra,54.89598263888889
hiloteam/Hilo,65.03221157407408
citusdata/citus,22.248807305781387
IvanGoncharov/graphql-voyager,276.16219328703704
jesseduffield/lazygit,12.422046642731166
dylanaraps/pywal,7.507632726070226
ionic-team/ionicons,60.546271797839516
ytdl-org/youtube-dl,5.946675245098039
FormidableLabs/victory,25.75297441390859
mopidy/mopidy,231.68076471560846
RestKit/RestKit,146.76217592592593
google/tink,89.80392824074075
vysheng/tg,62.194913194444446
ntop/ntopng,185.46583422364674
mattn/go-sqlite3,532.34893904321
angular/components,6.713659317691477
OptimalBits/bull,13.32982510288066
callmecavs/layzr.js,32.413820662768025
spring-projects/spring-security,10.876353429464496
andlabs/libui,182.4905825617284
ekzhang/bore,64.12312114197532
lwouis/alt-tab-macos,6.194172191739064
npm/cli,3.4057422055522544
borisdayma/dalle-mini,109.20410108024691
H07000223/FlycoTabLayout,54.60528935185186
mifi/lossless-cut,27.965592748647524
hirak/prestissimo,45.51168911335578
dokku/dokku,14.308090138888888
kimmobrunfeldt/progressbar.js,24.248077697262477
mrdoob/three.js,33.14532634196697
sindresorhus/pure,92.05909529320986
Dreamacro/clash,34.985274134087796
assimp/assimp,118.71739623243934
PCSX2/pcsx2,1.7256400938507257
encode/httpx,35.09316082451499
eclipse/che,36.88162854938272
facebook/rocksdb,19.560542150554507
octobercms/october,111.20160734953703
soimort/you-get,29.52185017014878
AudioKit/AudioKit,37.42979595336077
ether/etherpad-lite,84.78123870822041
klzgrad/naiveproxy,17.814813247492285
valinet/ExplorerPatcher,3.3309037017584813
micro/micro,16.814583594402674
hashicorp/raft,77.35886452241716
go-swagger/go-swagger,50.55740849930118
hql287/Manta,18.87911574074074
knadh/listmonk,55.48791752400549
i-tu/Hasklig,304.91046730324075
flarum/flarum,128.3291151094276
Netflix/zuul,429.49289930555557
google/re2,43.660377358490564
doctrine/collections,128.89412567515433
jquery/jquery-ui,140.10598958333333
MichaelMure/git-bug,173.42523405349792
sheerun/vim-polyglot,42.05213003573749
seanmonstar/warp,57.05119002525253
elastic/logstash,12.6849364359319
dataarts/dat.gui,208.3891167153996
containers/skopeo,44.74023603521554
moq/moq4,53.12704148860399
tiangolo/typer,48.981209259259266
esimov/caire,87.70805996472662
espressif/arduino-esp32,40.03888358410494
developit/mitt,214.69147622053876
hashicorp/terraform,11.24100440589288
balena-io/etcher,10.37320726976977
Automattic/mongoose,34.45957674991505
atlassian/react-beautiful-dnd,27.539614600608072
SBoudrias/Inquirer.js,29.834770523476227
eslint/eslint,10.71144323338239
grafana/k6,44.64800736531987
howdyai/botkit,243.19972800925927
dmytrodanylyk/circular-progress-button,365.3722627314815
